event,traceID,taskID,timestamp,formatted_timestamp
wheel on airtime,39,0,0,20221207T1600
mousemove on arrival,39,0,1,20221207T1600
mousemove on departure,39,0,2,20221207T1600
mousemove on departure,39,0,3,20221207T1600
brush on departure,39,0,4,20221207T1600
brush on departure,39,0,5,20221207T1600
brush on departure,39,0,6,20221207T1600
brush on departure,39,0,7,20221207T1600
mousemove on distance,39,0,8,20221207T1600
wheel on airtime,39,0,9,20221207T1600
wheel on airtime,39,0,10,20221207T1600
wheel on airtime,39,0,11,20221207T1601
wheel on airtime,39,0,12,20221207T1601
wheel on airtime,39,0,13,20221207T1601
wheel on airtime,39,0,14,20221207T1601
wheel on airtime,39,0,15,20221207T1602
wheel on airtime,39,0,16,20221207T1602
wheel on airtime,39,0,17,20221207T1602
wheel on airtime,39,0,18,20221207T1602
wheel on airtime,39,0,19,20221207T1603
wheel on airtime,39,0,20,20221207T1603
brush on airtime,39,0,21,20221207T1603
brush on airtime,39,0,22,20221207T1604
wheel on airtime,39,0,23,20221207T1604
wheel on airtime,39,0,24,20221207T1605
wheel on airtime,39,0,25,20221207T1605
mousemove on airtime,39,0,26,20221207T1605
brush on airtime,39,0,27,20221207T1606
wheel on airtime,39,0,28,20221207T1606
wheel on airtime,39,0,29,20221207T1607
wheel on airtime,39,0,30,20221207T1607
wheel on airtime,39,0,31,20221207T1608
wheel on airtime,39,0,32,20221207T1608
wheel on airtime,39,0,33,20221207T1609
wheel on airtime,39,0,34,20221207T1609
wheel on airtime,39,0,35,20221207T1610
wheel on airtime,39,0,36,20221207T1611
wheel on airtime,39,0,37,20221207T1611
wheel on airtime,39,0,38,20221207T1612
wheel on airtime,39,0,39,20221207T1613
wheel on airtime,39,0,40,20221207T1613
wheel on airtime,39,0,41,20221207T1614
wheel on airtime,39,0,42,20221207T1615
wheel on airtime,39,0,43,20221207T1615
wheel on airtime,39,0,44,20221207T1616
wheel on airtime,39,0,45,20221207T1617
wheel on airtime,39,0,46,20221207T1618
wheel on airtime,39,0,47,20221207T1618
wheel on airtime,39,0,48,20221207T1619
mousemove on airtime,39,0,49,20221207T1620
brush on airtime,39,0,50,20221207T1621
brush on airtime,39,0,51,20221207T1622
brush on airtime,39,0,52,20221207T1622
brush on airtime,39,0,53,20221207T1623
mousemove on airtime,39,0,54,20221207T1624
brush on airtime,39,0,55,20221207T1625
click on airtime,39,0,56,20221207T1626
mousemove on airtime,39,0,57,20221207T1627
brush on airtime,39,0,58,20221207T1628
click on airtime,39,0,59,20221207T1629
wheel on airtime,39,0,60,20221207T1630
wheel on airtime,39,0,61,20221207T1631
wheel on airtime,39,0,62,20221207T1632
wheel on airtime,39,0,63,20221207T1633
wheel on airtime,39,0,64,20221207T1634
wheel on airtime,39,0,65,20221207T1635
wheel on airtime,39,0,66,20221207T1636
wheel on airtime,39,0,67,20221207T1637
wheel on airtime,39,0,68,20221207T1639
wheel on airtime,39,0,69,20221207T1640
wheel on airtime,39,0,70,20221207T1641
wheel on airtime,39,0,71,20221207T1642
wheel on airtime,39,0,72,20221207T1643
wheel on airtime,39,0,73,20221207T1645
wheel on airtime,39,0,74,20221207T1646
wheel on airtime,39,0,75,20221207T1647
wheel on airtime,39,0,76,20221207T1648
wheel on airtime,39,0,77,20221207T1650
wheel on airtime,39,0,78,20221207T1651
mousemove on delay,39,0,79,20221207T1652
wheel on airtime,39,1,80,20221207T1654
wheel on arrival,39,1,81,20221207T1655
mousemove on delay,39,1,82,20221207T1656
brush on delay,39,1,83,20221207T1658
mousemove on delay,39,1,84,20221207T1659
brush on delay,39,1,85,20221207T1700
mousemove on delay,39,1,86,20221207T1702
brush on delay,39,1,87,20221207T1703
mousemove on delay,39,1,88,20221207T1705
brush on delay,39,1,89,20221207T1706
mousemove on delay,39,1,90,20221207T1708
brush on delay,39,1,91,20221207T1709
brush on arrival,39,1,92,20221207T1711
brush on arrival,39,1,93,20221207T1712
brush on arrival,39,1,94,20221207T1714
wheel on airtime,39,1,95,20221207T1716
wheel on airtime,39,1,96,20221207T1717
wheel on airtime,39,1,97,20221207T1719
wheel on airtime,39,1,98,20221207T1720
wheel on airtime,39,1,99,20221207T1722
wheel on airtime,39,1,100,20221207T1724
wheel on airtime,39,1,101,20221207T1725
wheel on airtime,39,1,102,20221207T1727
wheel on distance,39,1,103,20221207T1729
mousemove on arrival,39,1,104,20221207T1731
brush on arrival,39,1,105,20221207T1732
click on arrival,39,1,106,20221207T1734
mousemove on arrival,39,1,107,20221207T1736
brush on arrival,39,1,108,20221207T1738
wheel on arrival,39,1,109,20221207T1739
wheel on arrival,39,1,110,20221207T1741
wheel on arrival,39,1,111,20221207T1743
wheel on arrival,39,1,112,20221207T1745
wheel on airtime,39,1,113,20221207T1747
wheel on airtime,39,1,114,20221207T1749
wheel on airtime,39,1,115,20221207T1751
wheel on airtime,39,1,116,20221207T1753
wheel on airtime,39,1,117,20221207T1755
wheel on arrival,39,1,118,20221207T1757
wheel on arrival,39,1,119,20221207T1759
wheel on arrival,39,1,120,20221207T1801
wheel on arrival,39,1,121,20221207T1803
wheel on distance,39,1,122,20221207T1805
wheel on distance,39,1,123,20221207T1807
