event,traceID,taskID,timestamp
mousemove on distance,21,0,0
mousemove on airtime,21,0,1
mousemove on departure,21,0,2
mousemove on departure,21,0,3
brush on departure,21,0,4
brush on departure,21,0,5
brush on departure,21,0,6
brush on departure,21,0,7
brush on departure,21,0,8
click on departure,21,0,9
mousemove on arrival,21,1,10
wheel on airtime,21,1,11
wheel on airtime,21,1,12
wheel on airtime,21,1,13
wheel on airtime,21,1,14
wheel on airtime,21,1,15
wheel on airtime,21,1,16
wheel on airtime,21,1,17
mousemove on airtime,21,1,18
brush on airtime,21,1,19
click on airtime,21,1,20
wheel on airtime,21,1,21
wheel on airtime,21,1,22
wheel on airtime,21,1,23
wheel on airtime,21,1,24
wheel on airtime,21,1,25
wheel on airtime,21,1,26
wheel on airtime,21,1,27
wheel on airtime,21,1,28
wheel on airtime,21,1,29
wheel on airtime,21,1,30
wheel on airtime,21,1,31
wheel on airtime,21,1,32
wheel on airtime,21,1,33
wheel on airtime,21,1,34
wheel on airtime,21,1,35
wheel on airtime,21,1,36
wheel on airtime,21,1,37
wheel on airtime,21,1,38
wheel on airtime,21,1,39
wheel on airtime,21,1,40
wheel on airtime,21,1,41
wheel on airtime,21,1,42
wheel on airtime,21,1,43
wheel on airtime,21,1,44
wheel on airtime,21,1,45
wheel on airtime,21,1,46
wheel on airtime,21,1,47
wheel on airtime,21,1,48
wheel on airtime,21,1,49
wheel on airtime,21,1,50
wheel on airtime,21,1,51
wheel on airtime,21,1,52
wheel on airtime,21,1,53
wheel on airtime,21,1,54
wheel on airtime,21,1,55
wheel on airtime,21,1,56
wheel on airtime,21,1,57
wheel on airtime,21,1,58
wheel on airtime,21,1,59
wheel on airtime,21,1,60
wheel on airtime,21,1,61
wheel on airtime,21,1,62
wheel on airtime,21,1,63
wheel on airtime,21,1,64
wheel on airtime,21,1,65
wheel on airtime,21,1,66
wheel on airtime,21,1,67
wheel on airtime,21,1,68
wheel on airtime,21,1,69
wheel on airtime,21,1,70
wheel on airtime,21,1,71
wheel on airtime,21,1,72
wheel on airtime,21,1,73
wheel on airtime,21,1,74
wheel on airtime,21,1,75
wheel on airtime,21,1,76
wheel on airtime,21,1,77
wheel on airtime,21,1,78
wheel on airtime,21,1,79
wheel on airtime,21,1,80
wheel on airtime,21,1,81
wheel on airtime,21,1,82
wheel on airtime,21,1,83
wheel on airtime,21,1,84
mousemove on airtime,21,1,85
brush on airtime,21,1,86
click on airtime,21,1,87
mousemove on airtime,21,1,88
brush on airtime,21,1,89
click on airtime,21,1,90
wheel on airtime,21,1,91
wheel on airtime,21,1,92
wheel on airtime,21,1,93
wheel on airtime,21,1,94
mousemove on airtime,21,1,95
brush on airtime,21,1,96
click on airtime,21,1,97
mousemove on airtime,21,1,98
brush on airtime,21,1,99
click on airtime,21,1,100
mousemove on airtime,21,1,101
brush on airtime,21,1,102
brush on airtime,21,1,103
click on airtime,21,1,104
mousemove on airtime,21,1,105
brush on airtime,21,1,106
click on airtime,21,1,107
mousemove on airtime,21,1,108
brush on airtime,21,1,109
click on airtime,21,1,110
mousemove on airtime,21,1,111
mousemove on airtime,21,1,112
brush on airtime,21,1,113
click on airtime,21,1,114
wheel on airtime,21,1,115
wheel on airtime,21,1,116
wheel on airtime,21,1,117
wheel on airtime,21,1,118
wheel on airtime,21,1,119
wheel on airtime,21,1,120
wheel on airtime,21,1,121
wheel on airtime,21,1,122
wheel on airtime,21,1,123
wheel on airtime,21,1,124
wheel on airtime,21,1,125
wheel on airtime,21,1,126
wheel on airtime,21,1,127
wheel on airtime,21,1,128
wheel on airtime,21,1,129
wheel on airtime,21,1,130
wheel on airtime,21,1,131
wheel on airtime,21,1,132
wheel on airtime,21,1,133
wheel on airtime,21,1,134
wheel on airtime,21,1,135
mousemove on airtime,21,1,136
brush on airtime,21,1,137
wheel on airtime,21,1,138
wheel on airtime,21,1,139
wheel on arrival,21,3,140
wheel on arrival,21,3,141
wheel on arrival,21,3,142
mousemove on delay,21,3,143
brush on distance,21,3,144
brush on distance,21,3,145
wheel on distance,21,3,146
wheel on distance,21,3,147
wheel on distance,21,3,148
wheel on distance,21,3,149
wheel on distance,21,3,150
wheel on distance,21,3,151
wheel on distance,21,3,152
wheel on distance,21,3,153
wheel on distance,21,3,154
wheel on distance,21,3,155
wheel on distance,21,3,156
wheel on distance,21,3,157
wheel on distance,21,3,158
wheel on distance,21,3,159
wheel on distance,21,3,160
wheel on distance,21,3,161
wheel on distance,21,3,162
wheel on distance,21,3,163
brush on distance,21,3,164
brush on distance,21,3,165
brush on distance,21,3,166
wheel on distance,21,3,167
wheel on distance,21,3,168
wheel on distance,21,3,169
wheel on distance,21,3,170
brush on distance,21,3,171
click on distance,21,3,172
mousemove on distance,21,3,173
brush on distance,21,3,174
click on distance,21,3,175
mousemove on distance,21,3,176
brush on distance,21,3,177
wheel on airtime,21,4,178
wheel on airtime,21,4,179
wheel on airtime,21,4,180
wheel on airtime,21,4,181
wheel on airtime,21,4,182
wheel on airtime,21,4,183
brush on distance,21,4,184
brush on distance,21,4,185
mousemove on distance,21,4,186
brush on distance,21,4,187
click on distance,21,4,188
mousemove on distance,21,4,189
brush on distance,21,4,190
click on distance,21,4,191
wheel on airtime,21,4,192
wheel on airtime,21,4,193
wheel on airtime,21,4,194
wheel on airtime,21,4,195
wheel on airtime,21,4,196
wheel on airtime,21,4,197
mousemove on airtime,21,4,198
brush on airtime,21,4,199
click on airtime,21,4,200
mousemove on airtime,21,4,201
brush on airtime,21,4,202
wheel on airtime,21,4,203
wheel on airtime,21,4,204
brush on airtime,21,4,205
click on airtime,21,4,206
mousemove on airtime,21,4,207
brush on airtime,21,4,208
click on airtime,21,4,209
mousemove on airtime,21,4,210
brush on airtime,21,4,211
brush on airtime,21,4,212
click on airtime,21,4,213
wheel on airtime,21,4,214
wheel on airtime,21,4,215
wheel on airtime,21,4,216
mousemove on airtime,21,4,217
brush on airtime,21,4,218
click on airtime,21,4,219
mousemove on departure,21,4,220
brush on departure,21,4,221
click on departure,21,4,222
mousemove on departure,21,4,223
brush on departure,21,4,224
brush on departure,21,4,225
brush on departure,21,4,226
brush on departure,21,4,227
click on departure,21,4,228
wheel on departure,21,4,229
wheel on departure,21,4,230
wheel on departure,21,4,231
mousemove on departure,21,4,232
brush on departure,21,4,233
click on departure,21,4,234
wheel on departure,21,4,235
wheel on departure,21,4,236
wheel on departure,21,4,237
wheel on departure,21,4,238
wheel on distance,21,4,239
wheel on distance,21,4,240
wheel on distance,21,4,241
mousemove on distance,21,4,242
brush on distance,21,4,243
brush on distance,21,4,244
click on distance,21,4,245
wheel on airtime,21,4,246
wheel on airtime,21,4,247
wheel on airtime,21,4,248
wheel on airtime,21,4,249
wheel on airtime,21,4,250
wheel on airtime,21,4,251
wheel on airtime,21,4,252
wheel on airtime,21,4,253
wheel on airtime,21,4,254
wheel on airtime,21,4,255
wheel on airtime,21,4,256
wheel on arrival,21,4,257
wheel on arrival,21,4,258
wheel on arrival,21,4,259
mousemove on delay,21,4,260
brush on delay,21,4,261
mousemove on delay,21,4,262
mousemove on delay,21,4,263
brush on delay,21,4,264
