event,traceID,taskID,timestamp
mousemove on distance,10,0,0
mousemove on airtime,10,0,1
mousemove on departure,10,0,2
mousemove on departure,10,0,3
brush on departure,10,0,4
brush on departure,10,0,5
mousemove on arrival,10,1,6
brush on airtime,10,1,7
mousemove on delay,10,2,8
brush on airtime,10,2,9
brush on airtime,10,2,10
brush on airtime,10,2,11
brush on departure,10,2,12
click on departure,10,2,13
mousemove on departure,10,2,14
click on departure,10,2,15
click on departure,10,2,16
mousemove on arrival,10,3,17
brush on arrival,10,3,18
click on arrival,10,3,19
mousemove on arrival,10,3,20
click on arrival,10,3,21
mousemove on airtime,10,3,22
brush on airtime,10,3,23
click on airtime,10,3,24
mousemove on airtime,10,3,25
click on airtime,10,3,26
mousemove on distance,10,3,27
brush on distance,10,3,28
click on distance,10,3,29
mousemove on departure,10,4,30
brush on departure,10,4,31
click on departure,10,4,32
mousemove on departure,10,4,33
click on departure,10,4,34
mousemove on distance,10,4,35
brush on distance,10,4,36
mousemove on distance,10,4,37
click on distance,10,4,38
mousemove on distance,10,4,39
click on distance,10,4,40
