event,traceID,taskID,timestamp,formatted_timestamp
mousemove on arrival,38,1,0,20221207T1600
mousemove on departure,38,1,1,20221207T1600
mousemove on departure,38,1,2,20221207T1600
brush on departure,38,1,3,20221207T1600
brush on departure,38,1,4,20221207T1600
brush on departure,38,1,5,20221207T1600
brush on departure,38,1,6,20221207T1600
mousemove on departure,38,1,7,20221207T1600
brush on departure,38,1,8,20221207T1600
mousemove on departure,38,1,9,20221207T1600
brush on departure,38,1,10,20221207T1600
mousemove on distance,38,1,11,20221207T1601
mousemove on airtime,38,1,12,20221207T1601
brush on airtime,38,2,13,20221207T1601
brush on arrival,38,3,14,20221207T1601
mousemove on delay,38,4,15,20221207T1602
brush on departure,38,4,16,20221207T1602
