event,traceID,taskID,timestamp
mousemove on departure,27,0,0
mousemove on departure,27,0,1
brush on departure,27,0,2
click on departure,27,0,3
mousemove on departure,27,0,4
brush on departure,27,0,5
brush on departure,27,0,6
brush on departure,27,0,7
mousemove on distance,27,0,8
brush on distance,27,0,9
brush on departure,27,0,10
mousemove on count,27,0,11
click on count,27,0,12
mousemove on airtime,27,0,13
mousemove on arrival,27,0,14
mousemove on delay,27,0,15
mousemove on airtime,27,1,16
brush on airtime,27,1,17
brush on arrival,27,2,18
brush on arrival,27,2,19
brush on delay,27,2,20
mousemove on delay,27,2,21
mousemove on delay,27,2,22
brush on delay,27,2,23
mousemove on delay,27,2,24
mousemove on delay,27,2,25
mousemove on delay,27,2,26
brush on delay,27,2,27
mousemove on delay,27,2,28
brush on delay,27,2,29
mousemove on arrival,27,2,30
brush on arrival,27,2,31
brush on delay,27,2,32
mousemove on delay,27,2,33
brush on delay,27,2,34
mousemove on delay,27,2,35
mousemove on delay,27,2,36
brush on delay,27,2,37
mousemove on delay,27,2,38
mousemove on delay,27,2,39
brush on delay,27,2,40
mousemove on delay,27,2,41
brush on delay,27,2,42
mousemove on arrival,27,2,43
brush on arrival,27,2,44
mousemove on delay,27,2,45
mousemove on delay,27,3,46
brush on delay,27,3,47
brush on arrival,27,3,48
brush on arrival,27,3,49
click on arrival,27,3,50
mousemove on arrival,27,3,51
brush on arrival,27,3,52
click on arrival,27,3,53
mousemove on arrival,27,3,54
brush on arrival,27,3,55
click on arrival,27,3,56
mousemove on airtime,27,3,57
brush on airtime,27,3,58
brush on airtime,27,3,59
click on airtime,27,3,60
mousemove on airtime,27,3,61
brush on airtime,27,3,62
mousemove on airtime,27,3,63
brush on airtime,27,3,64
click on airtime,27,3,65
mousemove on distance,27,3,66
brush on distance,27,3,67
brush on distance,27,3,68
mousemove on distance,27,3,69
brush on distance,27,3,70
click on distance,27,3,71
mousemove on departure,27,3,72
brush on departure,27,3,73
click on departure,27,3,74
mousemove on departure,27,3,75
brush on departure,27,3,76
mousemove on departure,27,3,77
mousemove on departure,27,3,78
brush on departure,27,3,79
click on departure,27,3,80
mousemove on arrival,27,3,81
brush on arrival,27,3,82
brush on arrival,27,3,83
brush on arrival,27,3,84
click on arrival,27,3,85
mousemove on arrival,27,3,86
brush on arrival,27,3,87
mousemove on arrival,27,3,88
mousemove on airtime,27,3,89
brush on airtime,27,3,90
brush on airtime,27,3,91
click on airtime,27,3,92
mousemove on arrival,27,3,93
brush on arrival,27,3,94
click on arrival,27,3,95
mousemove on airtime,27,3,96
brush on airtime,27,3,97
click on airtime,27,3,98
mousemove on airtime,27,3,99
brush on airtime,27,3,100
click on airtime,27,3,101
mousemove on airtime,27,3,102
brush on airtime,27,3,103
mousemove on airtime,27,3,104
brush on airtime,27,3,105
click on airtime,27,3,106
mousemove on airtime,27,3,107
brush on airtime,27,3,108
click on airtime,27,3,109
mousemove on airtime,27,3,110
mousemove on airtime,27,3,111
brush on airtime,27,3,112
mousemove on airtime,27,3,113
brush on airtime,27,3,114
click on airtime,27,3,115
mousemove on arrival,27,3,116
brush on arrival,27,3,117
brush on arrival,27,3,118
brush on arrival,27,3,119
click on arrival,27,3,120
mousemove on arrival,27,3,121
brush on arrival,27,3,122
click on arrival,27,3,123
mousemove on departure,27,3,124
brush on departure,27,3,125
click on departure,27,3,126
mousemove on departure,27,3,127
brush on departure,27,3,128
mousemove on departure,27,3,129
brush on departure,27,3,130
mousemove on departure,27,3,131
brush on arrival,27,3,132
mousemove on airtime,27,3,133
brush on airtime,27,3,134
brush on airtime,27,3,135
click on airtime,27,3,136
mousemove on departure,27,3,137
brush on departure,27,3,138
click on departure,27,3,139
mousemove on airtime,27,3,140
brush on airtime,27,3,141
click on airtime,27,3,142
mousemove on airtime,27,3,143
brush on airtime,27,3,144
brush on airtime,27,3,145
click on airtime,27,3,146
mousemove on airtime,27,3,147
brush on airtime,27,3,148
click on airtime,27,3,149
mousemove on airtime,27,3,150
brush on airtime,27,3,151
click on airtime,27,3,152
dblclick on airtime,27,3,153
dblclick on airtime,27,3,154
mousemove on arrival,27,3,155
brush on arrival,27,3,156
mousemove on arrival,27,3,157
brush on arrival,27,3,158
click on arrival,27,3,159
mousemove on arrival,27,3,160
brush on arrival,27,3,161
click on arrival,27,3,162
mousemove on arrival,27,3,163
brush on arrival,27,3,164
click on arrival,27,3,165
dblclick on arrival,27,3,166
dblclick on arrival,27,3,167
mousemove on departure,27,3,168
brush on departure,27,3,169
brush on departure,27,3,170
click on departure,27,3,171
mousemove on departure,27,3,172
brush on departure,27,3,173
click on departure,27,3,174
mousemove on departure,27,3,175
brush on departure,27,3,176
click on departure,27,3,177
dblclick on departure,27,3,178
dblclick on departure,27,3,179
mousemove on distance,27,3,180
brush on distance,27,3,181
click on distance,27,3,182
mousemove on distance,27,3,183
brush on distance,27,3,184
click on distance,27,3,185
dblclick on distance,27,3,186
dblclick on distance,27,3,187
mousemove on distance,27,3,188
brush on distance,27,3,189
brush on distance,27,3,190
click on distance,27,3,191
mousemove on distance,27,3,192
brush on distance,27,3,193
click on distance,27,3,194
mousemove on distance,27,4,195
brush on distance,27,4,196
brush on distance,27,4,197
mousemove on delay,27,4,198
mousemove on delay,27,4,199
brush on delay,27,4,200
mousemove on delay,27,4,201
mousemove on delay,27,4,202
mousemove on delay,27,4,203
brush on delay,27,4,204
brush on distance,27,4,205
brush on distance,27,4,206
