event,traceID,taskID,timestamp,formatted_timestamp
mousemove on airtime,8,1,0,20221207T1600
mousemove on arrival,8,1,1,20221207T1600
mousemove on departure,8,1,2,20221207T1600
mousemove on departure,8,1,3,20221207T1600
click on departure,8,1,4,20221207T1600
mousemove on departure,8,1,5,20221207T1600
brush on departure,8,1,6,20221207T1600
brush on departure,8,1,7,20221207T1600
mousemove on distance,8,1,8,20221207T1600
brush on airtime,8,2,9,20221207T1600
mousemove on delay,8,3,10,20221207T1600
brush on airtime,8,3,11,20221207T1601
brush on airtime,8,3,12,20221207T1601
brush on airtime,8,3,13,20221207T1601
brush on airtime,8,3,14,20221207T1601
brush on airtime,8,3,15,20221207T1602
brush on departure,8,3,16,20221207T1602
brush on departure,8,3,17,20221207T1602
click on departure,8,3,18,20221207T1602
mousemove on distance,8,4,19,20221207T1603
brush on distance,8,4,20,20221207T1603
brush on distance,8,4,21,20221207T1603
click on distance,8,4,22,20221207T1604
mousemove on distance,8,4,23,20221207T1604
mousemove on distance,8,4,24,20221207T1605
mousemove on departure,8,4,25,20221207T1605
mousemove on departure,8,4,26,20221207T1605
brush on departure,8,4,27,20221207T1606
click on departure,8,4,28,20221207T1606
mousemove on departure,8,4,29,20221207T1607
click on departure,8,4,30,20221207T1607
mousemove on departure,8,4,31,20221207T1608
click on departure,8,4,32,20221207T1608
mousemove on departure,8,4,33,20221207T1609
brush on departure,8,4,34,20221207T1609
brush on departure,8,4,35,20221207T1610
brush on departure,8,4,36,20221207T1611
brush on airtime,8,4,37,20221207T1611
brush on airtime,8,4,38,20221207T1612
mousemove on airtime,8,4,39,20221207T1613
click on airtime,8,4,40,20221207T1613
mousemove on arrival,8,4,41,20221207T1614
brush on arrival,8,4,42,20221207T1615
click on arrival,8,4,43,20221207T1615
mousemove on arrival,8,4,44,20221207T1616
brush on arrival,8,4,45,20221207T1617
brush on arrival,8,4,46,20221207T1618
