event,traceID,taskID,timestamp,formatted_timestamp
mousemove on delay,36,0,0,20221207T1600
mousemove on airtime,36,0,1,20221207T1600
mousemove on airtime,36,0,2,20221207T1600
brush on airtime,36,0,3,20221207T1600
click on airtime,36,0,4,20221207T1600
mousemove on airtime,36,0,5,20221207T1600
brush on airtime,36,0,6,20221207T1600
dblclick on airtime,36,0,7,20221207T1600
brush on airtime,36,0,8,20221207T1600
brush on airtime,36,0,9,20221207T1600
mousemove on arrival,36,1,10,20221207T1600
mousemove on distance,36,1,11,20221207T1601
dblclick on delay,36,1,12,20221207T1601
dblclick on delay,36,1,13,20221207T1601
brush on arrival,36,1,14,20221207T1601
brush on arrival,36,1,15,20221207T1602
click on arrival,36,1,16,20221207T1602
mousemove on arrival,36,1,17,20221207T1602
brush on arrival,36,1,18,20221207T1602
click on arrival,36,1,19,20221207T1603
mousemove on arrival,36,1,20,20221207T1603
brush on arrival,36,1,21,20221207T1603
click on arrival,36,1,22,20221207T1604
mousemove on arrival,36,1,23,20221207T1604
brush on arrival,36,1,24,20221207T1605
mousemove on delay,36,1,25,20221207T1605
brush on delay,36,1,26,20221207T1605
mousemove on arrival,36,1,27,20221207T1606
brush on arrival,36,1,28,20221207T1606
click on arrival,36,1,29,20221207T1607
mousemove on arrival,36,1,30,20221207T1607
brush on arrival,36,1,31,20221207T1608
click on arrival,36,1,32,20221207T1608
dblclick on arrival,36,1,33,20221207T1609
dblclick on arrival,36,1,34,20221207T1609
mousemove on airtime,36,1,35,20221207T1610
brush on airtime,36,1,36,20221207T1611
brush on airtime,36,1,37,20221207T1611
brush on airtime,36,1,38,20221207T1612
brush on airtime,36,1,39,20221207T1613
brush on airtime,36,1,40,20221207T1613
dblclick on airtime,36,1,41,20221207T1614
brush on airtime,36,1,42,20221207T1615
click on airtime,36,1,43,20221207T1615
mousemove on delay,36,1,44,20221207T1616
mousemove on arrival,36,1,45,20221207T1617
brush on arrival,36,1,46,20221207T1618
brush on arrival,36,1,47,20221207T1618
brush on arrival,36,1,48,20221207T1619
brush on arrival,36,1,49,20221207T1620
brush on arrival,36,1,50,20221207T1621
dblclick on arrival,36,1,51,20221207T1622
wheel on arrival,36,1,52,20221207T1622
brush on arrival,36,1,53,20221207T1623
click on arrival,36,1,54,20221207T1624
mousemove on arrival,36,1,55,20221207T1625
brush on arrival,36,1,56,20221207T1626
click on arrival,36,1,57,20221207T1627
wheel on arrival,36,1,58,20221207T1628
mousemove on arrival,36,1,59,20221207T1629
brush on arrival,36,1,60,20221207T1630
mousemove on arrival,36,1,61,20221207T1631
brush on arrival,36,1,62,20221207T1632
click on arrival,36,1,63,20221207T1633
wheel on arrival,36,1,64,20221207T1634
wheel on arrival,36,1,65,20221207T1635
wheel on arrival,36,1,66,20221207T1636
wheel on arrival,36,1,67,20221207T1637
wheel on arrival,36,1,68,20221207T1639
wheel on arrival,36,1,69,20221207T1640
wheel on arrival,36,1,70,20221207T1641
wheel on arrival,36,1,71,20221207T1642
wheel on arrival,36,1,72,20221207T1643
wheel on arrival,36,1,73,20221207T1645
wheel on arrival,36,1,74,20221207T1646
wheel on arrival,36,1,75,20221207T1647
mousemove on arrival,36,1,76,20221207T1648
brush on arrival,36,1,77,20221207T1650
mousemove on arrival,36,1,78,20221207T1651
brush on arrival,36,1,79,20221207T1652
brush on delay,36,2,80,20221207T1654
mousemove on delay,36,2,81,20221207T1655
brush on delay,36,2,82,20221207T1656
mousemove on delay,36,2,83,20221207T1658
brush on delay,36,2,84,20221207T1659
dblclick on delay,36,2,85,20221207T1700
dblclick on delay,36,2,86,20221207T1702
mousemove on delay,36,2,87,20221207T1703
mousemove on delay,36,2,88,20221207T1705
brush on delay,36,2,89,20221207T1706
dblclick on delay,36,2,90,20221207T1708
brush on arrival,36,2,91,20221207T1709
brush on arrival,36,2,92,20221207T1711
mousemove on arrival,36,2,93,20221207T1712
brush on arrival,36,2,94,20221207T1714
mousemove on arrival,36,2,95,20221207T1716
brush on arrival,36,2,96,20221207T1717
brush on arrival,36,2,97,20221207T1719
brush on arrival,36,2,98,20221207T1720
click on arrival,36,2,99,20221207T1722
mousemove on arrival,36,2,100,20221207T1724
brush on arrival,36,2,101,20221207T1725
click on arrival,36,2,102,20221207T1727
mousemove on arrival,36,2,103,20221207T1729
brush on arrival,36,2,104,20221207T1731
click on arrival,36,2,105,20221207T1732
mousemove on arrival,36,2,106,20221207T1734
brush on arrival,36,2,107,20221207T1736
brush on arrival,36,2,108,20221207T1738
brush on arrival,36,2,109,20221207T1739
click on arrival,36,2,110,20221207T1741
mousemove on arrival,36,2,111,20221207T1743
brush on arrival,36,2,112,20221207T1745
click on arrival,36,2,113,20221207T1747
mousemove on arrival,36,2,114,20221207T1749
brush on arrival,36,2,115,20221207T1751
click on arrival,36,2,116,20221207T1753
mousemove on arrival,36,2,117,20221207T1755
brush on arrival,36,2,118,20221207T1757
click on arrival,36,2,119,20221207T1759
mousemove on arrival,36,2,120,20221207T1801
brush on arrival,36,2,121,20221207T1803
click on arrival,36,2,122,20221207T1805
mousemove on arrival,36,2,123,20221207T1807
brush on arrival,36,2,124,20221207T1809
click on arrival,36,2,125,20221207T1811
mousemove on delay,36,3,126,20221207T1813
mousemove on delay,36,3,127,20221207T1815
mousemove on delay,36,3,128,20221207T1817
brush on delay,36,3,129,20221207T1819
dblclick on delay,36,3,130,20221207T1821
dblclick on delay,36,3,131,20221207T1824
wheel on airtime,36,4,132,20221207T1826
wheel on airtime,36,4,133,20221207T1828
brush on distance,36,4,134,20221207T1830
brush on distance,36,4,135,20221207T1833
brush on distance,36,4,136,20221207T1835
brush on distance,36,4,137,20221207T1837
brush on distance,36,4,138,20221207T1839
