event,traceID,taskID,timestamp
mousemove on distance,30,0,0
mousemove on departure,30,0,1
mousemove on departure,30,0,2
brush on departure,30,0,3
click on departure,30,0,4
mousemove on departure,30,0,5
brush on departure,30,0,6
brush on distance,30,0,7
brush on distance,30,0,8
mousemove on airtime,30,0,9
mousemove on arrival,30,0,10
mousemove on departure,30,0,11
brush on departure,30,0,12
brush on departure,30,0,13
mousemove on delay,30,0,14
wheel on airtime,30,1,15
wheel on airtime,30,1,16
wheel on airtime,30,1,17
wheel on airtime,30,1,18
wheel on airtime,30,1,19
wheel on airtime,30,1,20
wheel on airtime,30,1,21
wheel on airtime,30,1,22
wheel on airtime,30,1,23
wheel on airtime,30,1,24
wheel on airtime,30,1,25
wheel on airtime,30,1,26
wheel on airtime,30,1,27
wheel on airtime,30,1,28
wheel on airtime,30,1,29
wheel on airtime,30,1,30
wheel on airtime,30,1,31
wheel on airtime,30,1,32
wheel on airtime,30,1,33
wheel on airtime,30,1,34
wheel on airtime,30,1,35
wheel on airtime,30,1,36
wheel on airtime,30,1,37
wheel on airtime,30,1,38
wheel on airtime,30,1,39
wheel on airtime,30,1,40
wheel on airtime,30,1,41
wheel on airtime,30,1,42
wheel on airtime,30,1,43
wheel on airtime,30,1,44
wheel on airtime,30,1,45
wheel on airtime,30,1,46
wheel on airtime,30,1,47
wheel on airtime,30,1,48
wheel on airtime,30,1,49
wheel on airtime,30,1,50
wheel on airtime,30,1,51
wheel on airtime,30,1,52
wheel on airtime,30,1,53
wheel on airtime,30,1,54
wheel on airtime,30,1,55
wheel on airtime,30,1,56
wheel on airtime,30,1,57
wheel on airtime,30,1,58
wheel on airtime,30,1,59
wheel on airtime,30,1,60
wheel on airtime,30,1,61
wheel on airtime,30,1,62
wheel on airtime,30,1,63
wheel on airtime,30,1,64
wheel on airtime,30,1,65
wheel on airtime,30,1,66
wheel on airtime,30,1,67
wheel on airtime,30,1,68
wheel on airtime,30,1,69
wheel on airtime,30,1,70
wheel on airtime,30,1,71
wheel on airtime,30,1,72
wheel on airtime,30,1,73
wheel on airtime,30,1,74
wheel on airtime,30,1,75
brush on airtime,30,1,76
brush on airtime,30,1,77
brush on airtime,30,1,78
wheel on distance,30,1,79
wheel on distance,30,1,80
wheel on distance,30,1,81
wheel on distance,30,1,82
wheel on distance,30,1,83
wheel on distance,30,1,84
wheel on distance,30,1,85
wheel on distance,30,1,86
wheel on distance,30,1,87
wheel on distance,30,1,88
wheel on distance,30,1,89
wheel on distance,30,1,90
wheel on distance,30,1,91
wheel on distance,30,1,92
wheel on distance,30,1,93
wheel on distance,30,1,94
wheel on distance,30,1,95
wheel on distance,30,1,96
wheel on distance,30,1,97
wheel on distance,30,1,98
wheel on distance,30,2,99
wheel on airtime,30,2,100
wheel on distance,30,2,101
wheel on distance,30,2,102
wheel on distance,30,2,103
wheel on distance,30,2,104
wheel on distance,30,2,105
wheel on distance,30,2,106
wheel on distance,30,2,107
wheel on distance,30,2,108
wheel on distance,30,2,109
wheel on distance,30,2,110
wheel on distance,30,2,111
wheel on distance,30,2,112
wheel on distance,30,2,113
wheel on distance,30,2,114
wheel on distance,30,2,115
wheel on distance,30,2,116
wheel on distance,30,2,117
wheel on distance,30,2,118
wheel on distance,30,2,119
wheel on distance,30,2,120
wheel on distance,30,2,121
dblclick on delay,30,2,122
wheel on distance,30,3,123
wheel on distance,30,3,124
wheel on distance,30,3,125
wheel on distance,30,3,126
wheel on distance,30,3,127
wheel on distance,30,3,128
wheel on distance,30,3,129
wheel on distance,30,3,130
wheel on distance,30,3,131
wheel on distance,30,3,132
wheel on distance,30,3,133
wheel on distance,30,3,134
wheel on distance,30,3,135
wheel on distance,30,3,136
wheel on distance,30,3,137
wheel on distance,30,3,138
wheel on distance,30,3,139
wheel on distance,30,3,140
wheel on distance,30,3,141
wheel on distance,30,3,142
wheel on distance,30,3,143
wheel on distance,30,4,144
wheel on distance,30,4,145
wheel on distance,30,4,146
wheel on distance,30,4,147
wheel on distance,30,4,148
wheel on distance,30,4,149
wheel on distance,30,4,150
wheel on distance,30,4,151
wheel on distance,30,4,152
wheel on distance,30,4,153
wheel on distance,30,4,154
wheel on distance,30,4,155
wheel on distance,30,4,156
wheel on distance,30,4,157
wheel on distance,30,4,158
wheel on distance,30,4,159
wheel on distance,30,4,160
brush on departure,30,4,161
