event,traceID,taskID,timestamp
mousemove on arrival,49,0,0
mousemove on departure,49,0,1
mousemove on departure,49,0,2
brush on departure,49,0,3
mousemove on distance,49,0,4
mousemove on airtime,49,0,5
brush on airtime,49,1,6
mousemove on delay,49,1,7
wheel on distance,49,1,8
wheel on distance,49,1,9
brush on airtime,49,1,10
click on airtime,49,1,11
mousemove on airtime,49,1,12
brush on airtime,49,1,13
mousemove on airtime,49,1,14
brush on airtime,49,1,15
wheel on airtime,49,1,16
brush on airtime,49,1,17
brush on airtime,49,1,18
wheel on airtime,49,2,19
wheel on airtime,49,2,20
wheel on airtime,49,2,21
wheel on distance,49,2,22
wheel on distance,49,2,23
wheel on airtime,49,3,24
wheel on airtime,49,3,25
brush on airtime,49,3,26
brush on airtime,49,3,27
brush on airtime,49,3,28
brush on departure,49,4,29
brush on departure,49,4,30
brush on departure,49,4,31
brush on distance,49,4,32
click on distance,49,4,33
mousemove on distance,49,4,34
brush on distance,49,4,35
click on distance,49,4,36
mousemove on distance,49,4,37
brush on distance,49,4,38
click on distance,49,4,39
mousemove on distance,49,4,40
brush on distance,49,4,41
click on distance,49,4,42
dblclick on distance,49,4,43
dblclick on distance,49,4,44
mousemove on delay,49,4,45
brush on delay,49,4,46
mousemove on delay,49,4,47
brush on delay,49,4,48
mousemove on delay,49,4,49
brush on delay,49,4,50
brush on departure,49,4,51
wheel on departure,49,4,52
wheel on departure,49,4,53
brush on departure,49,4,54
brush on departure,49,4,55
brush on departure,49,4,56
mousemove on delay,49,5,57
mousemove on departure,49,5,58
brush on departure,49,5,59
click on departure,49,5,60
mousemove on distance,49,5,61
brush on distance,49,5,62
click on distance,49,5,63
mousemove on arrival,49,5,64
brush on arrival,49,5,65
click on arrival,49,5,66
mousemove on airtime,49,5,67
brush on airtime,49,5,68
click on airtime,49,5,69
wheel on airtime,49,5,70
wheel on distance,49,5,71
wheel on distance,49,5,72
wheel on departure,49,5,73
wheel on airtime,49,5,74
wheel on distance,49,5,75
mousemove on distance,49,6,76
mousemove on delay,49,6,77
mousemove on departure,49,6,78
brush on departure,49,6,79
click on departure,49,6,80
mousemove on distance,49,6,81
brush on distance,49,6,82
click on distance,49,6,83
mousemove on arrival,49,6,84
brush on arrival,49,6,85
click on arrival,49,6,86
mousemove on airtime,49,6,87
brush on airtime,49,6,88
click on airtime,49,6,89
mousemove on departure,49,6,90
brush on departure,49,6,91
click on departure,49,6,92
mousemove on departure,49,6,93
brush on departure,49,6,94
click on departure,49,6,95
mousemove on departure,49,6,96
brush on departure,49,6,97
brush on airtime,49,6,98
wheel on airtime,49,6,99
brush on delay,49,6,100
brush on departure,49,6,101
brush on departure,49,6,102
brush on departure,49,6,103
brush on departure,49,6,104
click on departure,49,6,105
mousemove on departure,49,6,106
brush on arrival,49,6,107
brush on departure,49,6,108
wheel on departure,49,6,109
brush on departure,49,6,110
wheel on departure,49,6,111
brush on departure,49,6,112
mousemove on departure,49,6,113
brush on arrival,49,6,114
brush on arrival,49,6,115
wheel on departure,49,6,116
brush on arrival,49,6,117
brush on departure,49,6,118
click on departure,49,6,119
mousemove on departure,49,6,120
brush on departure,49,6,121
click on departure,49,6,122
mousemove on departure,49,6,123
brush on departure,49,6,124
click on departure,49,6,125
dblclick on departure,49,6,126
dblclick on departure,49,6,127
mousemove on departure,49,6,128
brush on departure,49,6,129
click on departure,49,6,130
wheel on departure,49,6,131
wheel on departure,49,6,132
mousemove on distance,49,6,133
brush on distance,49,6,134
click on distance,49,6,135
mousemove on distance,49,6,136
brush on distance,49,6,137
click on distance,49,6,138
wheel on distance,49,6,139
mousemove on arrival,49,6,140
brush on arrival,49,6,141
click on arrival,49,6,142
mousemove on arrival,49,6,143
brush on arrival,49,6,144
click on arrival,49,6,145
mousemove on arrival,49,6,146
brush on arrival,49,6,147
click on arrival,49,6,148
mousemove on arrival,49,6,149
brush on arrival,49,6,150
click on arrival,49,6,151
wheel on airtime,49,6,152
wheel on airtime,49,6,153
wheel on airtime,49,6,154
mousemove on distance,49,7,155
brush on distance,49,7,156
wheel on airtime,49,7,157
brush on distance,49,7,158
brush on distance,49,7,159
brush on distance,49,7,160
brush on distance,49,7,161
dblclick on distance,49,7,162
wheel on distance,49,7,163
brush on departure,49,7,164
click on departure,49,7,165
mousemove on distance,49,7,166
brush on distance,49,7,167
click on distance,49,7,168
wheel on distance,49,7,169
wheel on distance,49,7,170
wheel on distance,49,7,171
wheel on airtime,49,7,172
wheel on arrival,49,7,173
mousemove on delay,49,7,174
brush on delay,49,7,175
mousemove on delay,49,7,176
brush on delay,49,7,177
dblclick on delay,49,7,178
dblclick on delay,49,7,179
mousemove on delay,49,7,180
mousemove on delay,49,7,181
brush on delay,49,7,182
