event,traceID,taskID,timestamp
mousemove on airtime,32,0,0
mousemove on departure,32,0,1
mousemove on departure,32,0,2
brush on departure,32,0,3
brush on departure,32,0,4
brush on departure,32,0,5
mousemove on arrival,32,0,6
brush on departure,32,0,7
mousemove on distance,32,0,8
mousemove on delay,32,0,9
brush on departure,32,0,10
brush on departure,32,0,11
brush on distance,32,0,12
brush on departure,32,0,13
brush on arrival,32,0,14
brush on arrival,32,0,15
mousemove on arrival,32,0,16
brush on arrival,32,0,17
mousemove on arrival,32,0,18
brush on arrival,32,0,19
click on arrival,32,0,20
mousemove on arrival,32,0,21
brush on arrival,32,0,22
click on arrival,32,0,23
mousemove on distance,32,0,24
brush on distance,32,0,25
brush on distance,32,0,26
brush on departure,32,0,27
brush on departure,32,0,28
mousemove on departure,32,0,29
brush on departure,32,0,30
click on departure,32,0,31
mousemove on departure,32,0,32
brush on departure,32,0,33
click on departure,32,0,34
mousemove on delay,32,0,35
brush on delay,32,0,36
mousemove on delay,32,0,37
brush on delay,32,0,38
mousemove on departure,32,2,39
brush on departure,32,2,40
brush on departure,32,2,41
brush on departure,32,2,42
brush on departure,32,2,43
brush on airtime,32,3,44
brush on airtime,32,3,45
mousemove on airtime,32,3,46
brush on airtime,32,3,47
mousemove on airtime,32,3,48
brush on airtime,32,3,49
mousemove on arrival,32,4,50
brush on arrival,32,4,51
brush on arrival,32,4,52
brush on arrival,32,4,53
brush on distance,32,4,54
brush on delay,32,4,55
mousemove on delay,32,4,56
mousemove on delay,32,4,57
brush on delay,32,4,58
mousemove on delay,32,4,59
brush on distance,32,4,60
brush on distance,32,4,61
brush on delay,32,4,62
brush on distance,32,4,63
mousemove on delay,32,4,64
brush on delay,32,4,65
mousemove on delay,32,4,66
brush on distance,32,4,67
brush on delay,32,4,68
mousemove on delay,32,4,69
brush on delay,32,4,70
mousemove on delay,32,4,71
brush on delay,32,4,72
mousemove on delay,32,4,73
brush on delay,32,4,74
mousemove on delay,32,4,75
brush on delay,32,4,76
mousemove on delay,32,4,77
brush on delay,32,4,78
mousemove on delay,32,4,79
brush on delay,32,4,80
mousemove on delay,32,4,81
mousemove on delay,32,4,82
brush on delay,32,4,83
mousemove on delay,32,4,84
brush on delay,32,4,85
mousemove on arrival,32,4,86
brush on arrival,32,4,87
brush on arrival,32,4,88
brush on airtime,32,4,89
