event,traceID,taskID,timestamp
mousemove on arrival,2,0,0
mousemove on arrival,2,0,1
brush on arrival,2,0,2
click on arrival,2,0,3
mousemove on departure,2,0,4
dblclick on departure,2,0,5
mousemove on departure,2,0,6
brush on departure,2,0,7
brush on departure,2,0,8
brush on departure,2,0,9
mousemove on airtime,2,1,10
brush on airtime,2,1,11
mousemove on airtime,2,1,12
brush on airtime,2,1,13
mousemove on distance,2,2,14
mousemove on delay,2,2,15
brush on distance,2,2,16
brush on departure,2,2,17
click on arrival,2,2,18
mousemove on airtime,2,2,19
brush on airtime,2,2,20
brush on departure,2,3,21
brush on distance,2,3,22
brush on distance,2,3,23
brush on airtime,2,3,24
brush on arrival,2,3,25
click on delay,2,3,26
mousemove on delay,2,3,27
mousemove on delay,2,3,28
brush on delay,2,3,29
brush on distance,2,4,30
brush on departure,2,4,31
brush on departure,2,4,32
click on arrival,2,4,33
mousemove on airtime,2,4,34
brush on airtime,2,4,35
brush on airtime,2,4,36
