event,traceID,taskID,timestamp,formatted_timestamp
mousemove on distance,30,0,0,20221207T1600
mousemove on departure,30,0,1,20221207T1600
mousemove on departure,30,0,2,20221207T1600
brush on departure,30,0,3,20221207T1600
click on departure,30,0,4,20221207T1600
mousemove on departure,30,0,5,20221207T1600
brush on departure,30,0,6,20221207T1600
brush on distance,30,0,7,20221207T1600
brush on distance,30,0,8,20221207T1600
mousemove on airtime,30,0,9,20221207T1600
mousemove on arrival,30,0,10,20221207T1600
mousemove on departure,30,0,11,20221207T1601
brush on departure,30,0,12,20221207T1601
brush on departure,30,0,13,20221207T1601
mousemove on delay,30,0,14,20221207T1601
wheel on airtime,30,1,15,20221207T1602
wheel on airtime,30,1,16,20221207T1602
wheel on airtime,30,1,17,20221207T1602
wheel on airtime,30,1,18,20221207T1602
wheel on airtime,30,1,19,20221207T1603
wheel on airtime,30,1,20,20221207T1603
wheel on airtime,30,1,21,20221207T1603
wheel on airtime,30,1,22,20221207T1604
wheel on airtime,30,1,23,20221207T1604
wheel on airtime,30,1,24,20221207T1605
wheel on airtime,30,1,25,20221207T1605
wheel on airtime,30,1,26,20221207T1605
wheel on airtime,30,1,27,20221207T1606
wheel on airtime,30,1,28,20221207T1606
wheel on airtime,30,1,29,20221207T1607
wheel on airtime,30,1,30,20221207T1607
wheel on airtime,30,1,31,20221207T1608
wheel on airtime,30,1,32,20221207T1608
wheel on airtime,30,1,33,20221207T1609
wheel on airtime,30,1,34,20221207T1609
wheel on airtime,30,1,35,20221207T1610
wheel on airtime,30,1,36,20221207T1611
wheel on airtime,30,1,37,20221207T1611
wheel on airtime,30,1,38,20221207T1612
wheel on airtime,30,1,39,20221207T1613
wheel on airtime,30,1,40,20221207T1613
wheel on airtime,30,1,41,20221207T1614
wheel on airtime,30,1,42,20221207T1615
wheel on airtime,30,1,43,20221207T1615
wheel on airtime,30,1,44,20221207T1616
wheel on airtime,30,1,45,20221207T1617
wheel on airtime,30,1,46,20221207T1618
wheel on airtime,30,1,47,20221207T1618
wheel on airtime,30,1,48,20221207T1619
wheel on airtime,30,1,49,20221207T1620
wheel on airtime,30,1,50,20221207T1621
wheel on airtime,30,1,51,20221207T1622
wheel on airtime,30,1,52,20221207T1622
wheel on airtime,30,1,53,20221207T1623
wheel on airtime,30,1,54,20221207T1624
wheel on airtime,30,1,55,20221207T1625
wheel on airtime,30,1,56,20221207T1626
wheel on airtime,30,1,57,20221207T1627
wheel on airtime,30,1,58,20221207T1628
wheel on airtime,30,1,59,20221207T1629
wheel on airtime,30,1,60,20221207T1630
wheel on airtime,30,1,61,20221207T1631
wheel on airtime,30,1,62,20221207T1632
wheel on airtime,30,1,63,20221207T1633
wheel on airtime,30,1,64,20221207T1634
wheel on airtime,30,1,65,20221207T1635
wheel on airtime,30,1,66,20221207T1636
wheel on airtime,30,1,67,20221207T1637
wheel on airtime,30,1,68,20221207T1639
wheel on airtime,30,1,69,20221207T1640
wheel on airtime,30,1,70,20221207T1641
wheel on airtime,30,1,71,20221207T1642
wheel on airtime,30,1,72,20221207T1643
wheel on airtime,30,1,73,20221207T1645
wheel on airtime,30,1,74,20221207T1646
wheel on airtime,30,1,75,20221207T1647
brush on airtime,30,1,76,20221207T1648
brush on airtime,30,1,77,20221207T1650
brush on airtime,30,1,78,20221207T1651
wheel on distance,30,1,79,20221207T1652
wheel on distance,30,1,80,20221207T1654
wheel on distance,30,1,81,20221207T1655
wheel on distance,30,1,82,20221207T1656
wheel on distance,30,1,83,20221207T1658
wheel on distance,30,1,84,20221207T1659
wheel on distance,30,1,85,20221207T1700
wheel on distance,30,1,86,20221207T1702
wheel on distance,30,1,87,20221207T1703
wheel on distance,30,1,88,20221207T1705
wheel on distance,30,1,89,20221207T1706
wheel on distance,30,1,90,20221207T1708
wheel on distance,30,1,91,20221207T1709
wheel on distance,30,1,92,20221207T1711
wheel on distance,30,1,93,20221207T1712
wheel on distance,30,1,94,20221207T1714
wheel on distance,30,1,95,20221207T1716
wheel on distance,30,1,96,20221207T1717
wheel on distance,30,1,97,20221207T1719
wheel on distance,30,1,98,20221207T1720
wheel on distance,30,2,99,20221207T1722
wheel on airtime,30,2,100,20221207T1724
wheel on distance,30,2,101,20221207T1725
wheel on distance,30,2,102,20221207T1727
wheel on distance,30,2,103,20221207T1729
wheel on distance,30,2,104,20221207T1731
wheel on distance,30,2,105,20221207T1732
wheel on distance,30,2,106,20221207T1734
wheel on distance,30,2,107,20221207T1736
wheel on distance,30,2,108,20221207T1738
wheel on distance,30,2,109,20221207T1739
wheel on distance,30,2,110,20221207T1741
wheel on distance,30,2,111,20221207T1743
wheel on distance,30,2,112,20221207T1745
wheel on distance,30,2,113,20221207T1747
wheel on distance,30,2,114,20221207T1749
wheel on distance,30,2,115,20221207T1751
wheel on distance,30,2,116,20221207T1753
wheel on distance,30,2,117,20221207T1755
wheel on distance,30,2,118,20221207T1757
wheel on distance,30,2,119,20221207T1759
wheel on distance,30,2,120,20221207T1801
wheel on distance,30,2,121,20221207T1803
dblclick on delay,30,2,122,20221207T1805
wheel on distance,30,3,123,20221207T1807
wheel on distance,30,3,124,20221207T1809
wheel on distance,30,3,125,20221207T1811
wheel on distance,30,3,126,20221207T1813
wheel on distance,30,3,127,20221207T1815
wheel on distance,30,3,128,20221207T1817
wheel on distance,30,3,129,20221207T1819
wheel on distance,30,3,130,20221207T1821
