event,traceID,taskID,timestamp,formatted_timestamp
mousemove on airtime,45,0,0,20221207T1600
wheel on airtime,45,0,1,20221207T1600
mousemove on airtime,45,0,2,20221207T1600
mousemove on airtime,45,0,3,20221207T1600
brush on airtime,45,0,4,20221207T1600
brush on airtime,45,0,5,20221207T1600
click on airtime,45,0,6,20221207T1600
mousemove on airtime,45,0,7,20221207T1600
mousemove on airtime,45,0,8,20221207T1600
brush on airtime,45,0,9,20221207T1600
brush on airtime,45,0,10,20221207T1600
mousemove on departure,45,1,11,20221207T1601
mousemove on distance,45,1,12,20221207T1601
wheel on airtime,45,1,13,20221207T1601
mousemove on arrival,45,1,14,20221207T1601
brush on arrival,45,1,15,20221207T1602
mousemove on delay,45,1,16,20221207T1602
wheel on airtime,45,1,17,20221207T1602
brush on distance,45,1,18,20221207T1602
brush on departure,45,1,19,20221207T1603
brush on departure,45,1,20,20221207T1603
brush on distance,45,1,21,20221207T1603
brush on delay,45,1,22,20221207T1604
mousemove on delay,45,1,23,20221207T1604
brush on delay,45,1,24,20221207T1605
mousemove on delay,45,1,25,20221207T1605
brush on delay,45,1,26,20221207T1605
mousemove on delay,45,1,27,20221207T1606
brush on delay,45,1,28,20221207T1606
mousemove on delay,45,1,29,20221207T1607
brush on delay,45,1,30,20221207T1607
mousemove on delay,45,1,31,20221207T1608
brush on delay,45,1,32,20221207T1608
mousemove on delay,45,1,33,20221207T1609
brush on delay,45,1,34,20221207T1609
mousemove on delay,45,1,35,20221207T1610
brush on delay,45,1,36,20221207T1611
dblclick on delay,45,1,37,20221207T1611
dblclick on delay,45,1,38,20221207T1612
mousemove on delay,45,1,39,20221207T1613
brush on delay,45,1,40,20221207T1613
mousemove on delay,45,1,41,20221207T1614
brush on delay,45,1,42,20221207T1615
dblclick on delay,45,1,43,20221207T1615
dblclick on delay,45,1,44,20221207T1616
mousemove on delay,45,1,45,20221207T1617
mousemove on delay,45,1,46,20221207T1618
brush on delay,45,1,47,20221207T1618
mousemove on delay,45,1,48,20221207T1619
