event,traceID,taskID,timestamp,formatted_timestamp
mousemove on distance,26,0,0,20221207T1600
mousemove on departure,26,0,1,20221207T1600
mousemove on departure,26,0,2,20221207T1600
brush on departure,26,0,3,20221207T1600
click on departure,26,0,4,20221207T1600
mousemove on departure,26,0,5,20221207T1600
brush on departure,26,0,6,20221207T1600
click on departure,26,0,7,20221207T1600
mousemove on departure,26,0,8,20221207T1600
brush on departure,26,0,9,20221207T1600
click on departure,26,0,10,20221207T1600
mousemove on departure,26,0,11,20221207T1601
brush on departure,26,0,12,20221207T1601
click on departure,26,0,13,20221207T1601
mousemove on departure,26,0,14,20221207T1601
brush on departure,26,0,15,20221207T1602
brush on departure,26,0,16,20221207T1602
brush on departure,26,0,17,20221207T1602
mousemove on airtime,26,0,18,20221207T1602
brush on airtime,26,1,19,20221207T1603
brush on airtime,26,1,20,20221207T1603
brush on airtime,26,1,21,20221207T1603
mousemove on airtime,26,1,22,20221207T1604
brush on airtime,26,1,23,20221207T1604
mousemove on airtime,26,1,24,20221207T1605
brush on airtime,26,1,25,20221207T1605
mousemove on airtime,26,1,26,20221207T1605
brush on airtime,26,1,27,20221207T1606
click on airtime,26,1,28,20221207T1606
