event,traceID,taskID,timestamp,formatted_timestamp
mousemove on departure,43,0,0,20221207T1600
mousemove on delay,43,0,1,20221207T1600
mousemove on delay,43,0,2,20221207T1600
mousemove on delay,43,0,3,20221207T1600
mousemove on airtime,43,0,4,20221207T1600
mousemove on arrival,43,0,5,20221207T1600
mousemove on airtime,43,0,6,20221207T1600
brush on airtime,43,0,7,20221207T1600
brush on airtime,43,0,8,20221207T1600
wheel on airtime,43,0,9,20221207T1600
wheel on airtime,43,0,10,20221207T1600
wheel on airtime,43,0,11,20221207T1601
wheel on airtime,43,0,12,20221207T1601
wheel on airtime,43,0,13,20221207T1601
wheel on airtime,43,0,14,20221207T1601
wheel on airtime,43,0,15,20221207T1602
wheel on airtime,43,0,16,20221207T1602
wheel on airtime,43,0,17,20221207T1602
wheel on airtime,43,0,18,20221207T1602
wheel on airtime,43,0,19,20221207T1603
wheel on airtime,43,0,20,20221207T1603
wheel on airtime,43,0,21,20221207T1603
wheel on airtime,43,0,22,20221207T1604
wheel on airtime,43,0,23,20221207T1604
wheel on airtime,43,0,24,20221207T1605
wheel on airtime,43,0,25,20221207T1605
wheel on airtime,43,0,26,20221207T1605
wheel on airtime,43,0,27,20221207T1606
wheel on airtime,43,0,28,20221207T1606
wheel on airtime,43,0,29,20221207T1607
wheel on airtime,43,0,30,20221207T1607
wheel on airtime,43,0,31,20221207T1608
wheel on airtime,43,0,32,20221207T1608
wheel on airtime,43,0,33,20221207T1609
wheel on airtime,43,0,34,20221207T1609
wheel on airtime,43,0,35,20221207T1610
wheel on airtime,43,0,36,20221207T1611
wheel on airtime,43,0,37,20221207T1611
wheel on airtime,43,0,38,20221207T1612
wheel on airtime,43,0,39,20221207T1613
wheel on airtime,43,0,40,20221207T1613
wheel on airtime,43,0,41,20221207T1614
brush on airtime,43,1,42,20221207T1615
brush on arrival,43,1,43,20221207T1615
