event,traceID,taskID,timestamp
mousemove on arrival,5,1,0
mousemove on departure,5,1,1
mousemove on distance,5,1,2
wheel on distance,5,1,3
mousemove on departure,5,1,4
brush on departure,5,1,5
mousemove on delay,5,2,6
brush on departure,5,2,7
mousemove on airtime,5,3,8
brush on airtime,5,3,9
brush on delay,5,4,10
brush on delay,5,4,11
brush on delay,5,4,12
brush on delay,5,4,13
brush on delay,5,4,14
mousemove on delay,5,4,15
brush on delay,5,4,16
mousemove on arrival,5,4,17
brush on arrival,5,4,18
brush on arrival,5,4,19
brush on airtime,5,4,20
brush on delay,5,4,21
brush on arrival,5,4,22
click on arrival,5,4,23
mousemove on arrival,5,4,24
mousemove on arrival,5,4,25
click on arrival,5,4,26
mousemove on arrival,5,4,27
brush on arrival,5,4,28
brush on arrival,5,4,29
click on arrival,5,4,30
mousemove on arrival,5,4,31
click on arrival,5,4,32
mousemove on arrival,5,4,33
click on arrival,5,4,34
mousemove on arrival,5,4,35
click on arrival,5,4,36
mousemove on arrival,5,4,37
brush on arrival,5,4,38
click on arrival,5,4,39
mousemove on arrival,5,4,40
brush on arrival,5,4,41
