event,traceID,taskID,timestamp
mousemove on delay,24,0,0
mousemove on airtime,24,0,1
mousemove on distance,24,0,2
wheel on distance,24,0,3
wheel on distance,24,0,4
wheel on distance,24,0,5
wheel on distance,24,0,6
wheel on distance,24,0,7
wheel on distance,24,0,8
wheel on distance,24,0,9
wheel on distance,24,0,10
wheel on distance,24,0,11
wheel on distance,24,0,12
wheel on distance,24,0,13
wheel on distance,24,0,14
wheel on distance,24,0,15
wheel on distance,24,0,16
wheel on distance,24,0,17
wheel on distance,24,0,18
wheel on distance,24,0,19
wheel on distance,24,0,20
wheel on distance,24,0,21
wheel on distance,24,0,22
wheel on distance,24,0,23
wheel on distance,24,0,24
wheel on distance,24,0,25
wheel on distance,24,0,26
wheel on distance,24,0,27
wheel on distance,24,0,28
mousemove on distance,24,0,29
brush on distance,24,0,30
click on distance,24,0,31
mousemove on distance,24,0,32
brush on distance,24,0,33
brush on distance,24,0,34
click on distance,24,0,35
mousemove on distance,24,0,36
brush on distance,24,0,37
wheel on distance,24,0,38
wheel on distance,24,0,39
wheel on distance,24,0,40
wheel on distance,24,0,41
wheel on distance,24,0,42
wheel on distance,24,0,43
wheel on distance,24,0,44
brush on distance,24,0,45
click on distance,24,0,46
