event,traceID,taskID,timestamp
mousemove on distance,13,0,0
brush on distance,13,0,1
click on distance,13,0,2
mousemove on distance,13,0,3
brush on distance,13,0,4
click on distance,13,0,5
mousemove on distance,13,0,6
mousemove on delay,13,0,7
mousemove on airtime,13,0,8
mousemove on arrival,13,1,9
mousemove on airtime,13,1,10
wheel on distance,13,2,11
wheel on distance,13,2,12
wheel on distance,13,2,13
wheel on distance,13,2,14
wheel on distance,13,2,15
mousemove on departure,13,2,16
wheel on distance,13,2,17
mousemove on distance,13,2,18
brush on distance,13,2,19
click on distance,13,2,20
mousemove on departure,13,2,21
brush on departure,13,2,22
brush on departure,13,2,23
click on departure,13,2,24
wheel on airtime,13,2,25
mousemove on departure,13,2,26
brush on departure,13,2,27
mousemove on departure,13,2,28
brush on departure,13,2,29
click on departure,13,2,30
mousemove on departure,13,2,31
brush on departure,13,2,32
click on departure,13,2,33
mousemove on departure,13,2,34
brush on departure,13,2,35
brush on distance,13,3,36
brush on distance,13,3,37
brush on distance,13,3,38
brush on distance,13,3,39
click on distance,13,3,40
mousemove on distance,13,3,41
brush on distance,13,3,42
click on distance,13,3,43
mousemove on distance,13,3,44
brush on distance,13,3,45
brush on departure,13,3,46
brush on departure,13,4,47
