event,traceID,taskID,timestamp,formatted_timestamp
mousemove on airtime,29,0,0,20221207T1600
mousemove on distance,29,0,1,20221207T1600
mousemove on departure,29,0,2,20221207T1600
wheel on distance,29,0,3,20221207T1600
mousemove on arrival,29,0,4,20221207T1600
mousemove on departure,29,0,5,20221207T1600
brush on departure,29,0,6,20221207T1600
click on departure,29,0,7,20221207T1600
mousemove on departure,29,0,8,20221207T1600
brush on departure,29,0,9,20221207T1600
brush on departure,29,0,10,20221207T1600
brush on departure,29,0,11,20221207T1601
click on departure,29,0,12,20221207T1601
mousemove on departure,29,0,13,20221207T1601
brush on departure,29,0,14,20221207T1601
click on departure,29,0,15,20221207T1602
wheel on distance,29,0,16,20221207T1602
mousemove on departure,29,1,17,20221207T1602
brush on departure,29,1,18,20221207T1602
click on departure,29,1,19,20221207T1603
mousemove on departure,29,1,20,20221207T1603
brush on departure,29,1,21,20221207T1603
brush on departure,29,1,22,20221207T1604
wheel on airtime,29,1,23,20221207T1604
wheel on airtime,29,1,24,20221207T1605
wheel on arrival,29,1,25,20221207T1605
mousemove on delay,29,1,26,20221207T1605
brush on departure,29,1,27,20221207T1606
click on departure,29,1,28,20221207T1606
wheel on airtime,29,1,29,20221207T1607
wheel on distance,29,1,30,20221207T1607
mousemove on airtime,29,1,31,20221207T1608
brush on airtime,29,1,32,20221207T1608
click on airtime,29,1,33,20221207T1609
mousemove on departure,29,1,34,20221207T1609
brush on departure,29,1,35,20221207T1610
mousemove on departure,29,1,36,20221207T1611
brush on arrival,29,1,37,20221207T1611
wheel on airtime,29,1,38,20221207T1612
wheel on airtime,29,1,39,20221207T1613
mousemove on airtime,29,1,40,20221207T1613
brush on airtime,29,1,41,20221207T1614
click on airtime,29,1,42,20221207T1615
mousemove on airtime,29,1,43,20221207T1615
brush on airtime,29,1,44,20221207T1616
dblclick on airtime,29,1,45,20221207T1617
brush on airtime,29,1,46,20221207T1618
brush on airtime,29,1,47,20221207T1618
brush on arrival,29,2,48,20221207T1619
wheel on airtime,29,2,49,20221207T1620
wheel on airtime,29,2,50,20221207T1621
wheel on airtime,29,2,51,20221207T1622
wheel on airtime,29,2,52,20221207T1622
wheel on airtime,29,2,53,20221207T1623
brush on departure,29,2,54,20221207T1624
brush on departure,29,2,55,20221207T1625
brush on departure,29,2,56,20221207T1626
brush on distance,29,2,57,20221207T1627
brush on departure,29,2,58,20221207T1628
brush on departure,29,2,59,20221207T1629
brush on departure,29,2,60,20221207T1630
mousemove on departure,29,2,61,20221207T1631
mousemove on departure,29,2,62,20221207T1632
brush on arrival,29,2,63,20221207T1633
mousemove on arrival,29,2,64,20221207T1634
brush on arrival,29,2,65,20221207T1635
click on arrival,29,2,66,20221207T1636
wheel on airtime,29,2,67,20221207T1637
wheel on airtime,29,2,68,20221207T1639
wheel on airtime,29,2,69,20221207T1640
wheel on departure,29,2,70,20221207T1641
mousemove on arrival,29,2,71,20221207T1642
brush on arrival,29,2,72,20221207T1643
wheel on distance,29,3,73,20221207T1645
mousemove on delay,29,3,74,20221207T1646
mousemove on delay,29,3,75,20221207T1647
brush on delay,29,3,76,20221207T1648
mousemove on delay,29,3,77,20221207T1650
mousemove on airtime,29,3,78,20221207T1651
brush on airtime,29,3,79,20221207T1652
