event,traceID,taskID,timestamp,formatted_timestamp
mousemove on delay,15,0,0,20221207T1600
mousemove on airtime,15,0,1,20221207T1600
mousemove on arrival,15,0,2,20221207T1600
mousemove on arrival,15,0,3,20221207T1600
brush on arrival,15,0,4,20221207T1600
brush on arrival,15,0,5,20221207T1600
click on arrival,15,0,6,20221207T1600
mousemove on arrival,15,0,7,20221207T1600
brush on arrival,15,0,8,20221207T1600
mousemove on arrival,15,0,9,20221207T1600
brush on arrival,15,0,10,20221207T1600
brush on arrival,15,0,11,20221207T1601
mousemove on distance,15,0,12,20221207T1601
mousemove on departure,15,0,13,20221207T1601
brush on distance,15,0,14,20221207T1601
brush on distance,15,0,15,20221207T1602
mousemove on distance,15,0,16,20221207T1602
brush on distance,15,0,17,20221207T1602
click on distance,15,0,18,20221207T1602
mousemove on distance,15,0,19,20221207T1603
brush on distance,15,0,20,20221207T1603
brush on distance,15,0,21,20221207T1603
brush on distance,15,1,22,20221207T1604
brush on distance,15,1,23,20221207T1604
brush on departure,15,1,24,20221207T1605
brush on departure,15,1,25,20221207T1605
brush on departure,15,1,26,20221207T1605
brush on airtime,15,1,27,20221207T1606
brush on airtime,15,1,28,20221207T1606
brush on airtime,15,1,29,20221207T1607
brush on airtime,15,1,30,20221207T1607
mousemove on airtime,15,1,31,20221207T1608
brush on airtime,15,1,32,20221207T1608
mousemove on airtime,15,1,33,20221207T1609
brush on airtime,15,1,34,20221207T1609
click on airtime,15,1,35,20221207T1610
mousemove on airtime,15,1,36,20221207T1611
brush on airtime,15,1,37,20221207T1611
click on airtime,15,1,38,20221207T1612
mousemove on airtime,15,1,39,20221207T1613
brush on airtime,15,1,40,20221207T1613
click on airtime,15,1,41,20221207T1614
mousemove on airtime,15,1,42,20221207T1615
brush on airtime,15,1,43,20221207T1615
mousemove on airtime,15,1,44,20221207T1616
mousemove on airtime,15,1,45,20221207T1617
brush on airtime,15,1,46,20221207T1618
click on airtime,15,1,47,20221207T1618
mousemove on airtime,15,2,48,20221207T1619
brush on airtime,15,2,49,20221207T1620
brush on airtime,15,2,50,20221207T1621
brush on airtime,15,2,51,20221207T1622
brush on airtime,15,2,52,20221207T1622
brush on airtime,15,2,53,20221207T1623
brush on airtime,15,2,54,20221207T1624
brush on airtime,15,2,55,20221207T1625
brush on arrival,15,3,56,20221207T1626
brush on arrival,15,3,57,20221207T1627
click on arrival,15,3,58,20221207T1628
mousemove on delay,15,4,59,20221207T1629
brush on delay,15,4,60,20221207T1630
mousemove on delay,15,4,61,20221207T1631
brush on delay,15,4,62,20221207T1632
mousemove on delay,15,4,63,20221207T1633
brush on delay,15,4,64,20221207T1634
dblclick on delay,15,4,65,20221207T1635
dblclick on delay,15,4,66,20221207T1636
mousemove on delay,15,4,67,20221207T1637
mousemove on delay,15,4,68,20221207T1639
brush on delay,15,4,69,20221207T1640
dblclick on delay,15,4,70,20221207T1641
dblclick on delay,15,4,71,20221207T1642
mousemove on delay,15,4,72,20221207T1643
mousemove on arrival,15,4,73,20221207T1645
brush on arrival,15,4,74,20221207T1646
click on arrival,15,4,75,20221207T1647
mousemove on arrival,15,4,76,20221207T1648
brush on arrival,15,4,77,20221207T1650
brush on arrival,15,4,78,20221207T1651
mousemove on arrival,15,4,79,20221207T1652
brush on arrival,15,4,80,20221207T1654
mousemove on arrival,15,4,81,20221207T1655
brush on arrival,15,4,82,20221207T1656
click on arrival,15,4,83,20221207T1658
mousemove on airtime,15,4,84,20221207T1659
brush on airtime,15,4,85,20221207T1700
click on airtime,15,4,86,20221207T1702
mousemove on airtime,15,4,87,20221207T1703
brush on distance,15,4,88,20221207T1705
mousemove on distance,15,4,89,20221207T1706
mousemove on departure,15,4,90,20221207T1708
brush on departure,15,4,91,20221207T1709
brush on departure,15,4,92,20221207T1711
mousemove on airtime,15,4,93,20221207T1712
brush on airtime,15,4,94,20221207T1714
brush on departure,15,4,95,20221207T1716
brush on distance,15,4,96,20221207T1717
brush on airtime,15,4,97,20221207T1719
brush on arrival,15,4,98,20221207T1720
brush on airtime,15,4,99,20221207T1722
click on airtime,15,4,100,20221207T1724
mousemove on airtime,15,4,101,20221207T1725
brush on airtime,15,4,102,20221207T1727
click on airtime,15,4,103,20221207T1729
mousemove on airtime,15,4,104,20221207T1731
brush on airtime,15,4,105,20221207T1732
click on airtime,15,4,106,20221207T1734
dblclick on airtime,15,4,107,20221207T1736
dblclick on airtime,15,4,108,20221207T1738
mousemove on arrival,15,4,109,20221207T1739
brush on arrival,15,4,110,20221207T1741
click on arrival,15,4,111,20221207T1743
mousemove on arrival,15,4,112,20221207T1745
brush on arrival,15,4,113,20221207T1747
click on arrival,15,4,114,20221207T1749
dblclick on arrival,15,4,115,20221207T1751
dblclick on arrival,15,4,116,20221207T1753
mousemove on departure,15,4,117,20221207T1755
brush on departure,15,4,118,20221207T1757
click on departure,15,4,119,20221207T1759
mousemove on departure,15,4,120,20221207T1801
brush on departure,15,4,121,20221207T1803
click on departure,15,4,122,20221207T1805
dblclick on departure,15,4,123,20221207T1807
dblclick on departure,15,4,124,20221207T1809
mousemove on distance,15,4,125,20221207T1811
brush on distance,15,4,126,20221207T1813
click on distance,15,4,127,20221207T1815
mousemove on distance,15,4,128,20221207T1817
brush on distance,15,4,129,20221207T1819
click on distance,15,4,130,20221207T1821
dblclick on distance,15,4,131,20221207T1824
dblclick on distance,15,4,132,20221207T1826
mousemove on delay,15,4,133,20221207T1828
brush on delay,15,4,134,20221207T1830
mousemove on delay,15,4,135,20221207T1833
brush on delay,15,4,136,20221207T1835
dblclick on delay,15,4,137,20221207T1837
dblclick on delay,15,4,138,20221207T1839
mousemove on delay,15,4,139,20221207T1842
mousemove on delay,15,4,140,20221207T1844
brush on delay,15,4,141,20221207T1846
mousemove on airtime,15,4,142,20221207T1849
brush on airtime,15,4,143,20221207T1851
click on airtime,15,4,144,20221207T1854
mousemove on airtime,15,4,145,20221207T1856
brush on airtime,15,4,146,20221207T1858
click on airtime,15,4,147,20221207T1901
mousemove on airtime,15,4,148,20221207T1903
brush on airtime,15,4,149,20221207T1906
click on airtime,15,4,150,20221207T1908
mousemove on airtime,15,4,151,20221207T1911
brush on airtime,15,4,152,20221207T1913
click on airtime,15,4,153,20221207T1916
mousemove on airtime,15,4,154,20221207T1918
brush on airtime,15,4,155,20221207T1921
click on airtime,15,4,156,20221207T1924
mousemove on delay,15,4,157,20221207T1926
brush on delay,15,4,158,20221207T1929
mousemove on delay,15,4,159,20221207T1932
brush on delay,15,4,160,20221207T1934
mousemove on delay,15,4,161,20221207T1937
brush on delay,15,4,162,20221207T1940
dblclick on delay,15,4,163,20221207T1942
dblclick on delay,15,4,164,20221207T1945
mousemove on delay,15,4,165,20221207T1948
brush on delay,15,4,166,20221207T1951
mousemove on delay,15,4,167,20221207T1953
brush on delay,15,4,168,20221207T1956
mousemove on delay,15,4,169,20221207T1959
mousemove on delay,15,4,170,20221207T2002
brush on delay,15,4,171,20221207T2005
dblclick on delay,15,4,172,20221207T2007
dblclick on delay,15,4,173,20221207T2010
mousemove on delay,15,4,174,20221207T2013
brush on delay,15,4,175,20221207T2016
mousemove on departure,15,4,176,20221207T2019
brush on departure,15,4,177,20221207T2022
brush on arrival,15,4,178,20221207T2025
brush on arrival,15,4,179,20221207T2028
brush on arrival,15,4,180,20221207T2031
brush on arrival,15,4,181,20221207T2034
dblclick on arrival,15,4,182,20221207T2037
brush on arrival,15,4,183,20221207T2040
click on arrival,15,4,184,20221207T2043
mousemove on arrival,15,4,185,20221207T2046
brush on arrival,15,4,186,20221207T2049
click on arrival,15,4,187,20221207T2052
mousemove on arrival,15,4,188,20221207T2056
brush on arrival,15,4,189,20221207T2059
click on arrival,15,4,190,20221207T2102
dblclick on arrival,15,4,191,20221207T2105
dblclick on arrival,15,4,192,20221207T2108
mousemove on arrival,15,4,193,20221207T2112
brush on arrival,15,4,194,20221207T2115
click on arrival,15,4,195,20221207T2118
mousemove on arrival,15,4,196,20221207T2121
brush on arrival,15,4,197,20221207T2125
brush on arrival,15,4,198,20221207T2128
click on arrival,15,4,199,20221207T2131
mousemove on arrival,15,4,200,20221207T2135
brush on arrival,15,4,201,20221207T2138
click on arrival,15,4,202,20221207T2141
